"pH","pop_dens","settle_time","COD_late","mean_cont_late","mean_pred_late","mean_total_late"
7.6,16,0,184.037414419121,338.355424006735,154.318009587614,246.336716797175
7.6,16,0,257.85298616938,374.353053108897,116.500066939518,245.426560024208
7.6,16,0,77.7905421464754,280.514032353409,202.723490206934,241.618761280172
7.6,16,0,288.092480585438,390.624427254146,102.531946668708,246.578186961427
7.6,16,0,273.158479657607,383.343173070429,110.184693412822,246.763933241625
7.6,16,0,253.209329164454,374.613097901171,121.403768736717,248.008433318944
7.6,16,0,253.023582884258,377.362142848086,124.338559963828,250.850351405957
7.6,16,0,285.009092334171,391.553158655133,106.544066320962,249.048612488047
7.6,16,0,215.242789492203,355.40693252881,140.164143036607,247.785537782709
7.6,16,0,265.319986633297,377.362142848088,112.042156214791,244.702149531439
7.6,16,0,261.679359541437,380.371232587278,118.691873045841,249.53155281656
7.6,16,0,218.95771509614,357.673037147211,138.715322051071,248.194179599141
7.6,16,0,220.555133105835,359.6419477173,139.086814611465,249.364381164382
7.6,16,0,252.652090323866,374.83599343741,122.183903113544,248.509948275477
7.3,16,0,72.775392581155,285.120540102292,212.345147521137,248.732843811715
7.3,16,0,222.338297395726,360.682126886404,138.343829490678,249.512978188541
7.3,16,0,111.224872581923,301.317615735466,190.092743153543,245.705179444504
7.3,16,0,94.5448566202365,294.110660063824,199.565803443588,246.838231753706
7.3,16,0,107.24990218571,300.760376894877,193.510474709167,247.135425802022
7.3,16,0,82.2856021272409,285.454883406649,203.169281279408,244.312082343028
7.3,16,0,229.656700835483,362.093798615899,132.437097780415,247.265448198157
7.3,16,0,209.298908525902,354.441051871787,145.142143345885,249.791597608836
7.3,16,0,72.7010940690819,277.839285918575,205.138191849493,241.488738884034
7.3,16,0,122.964037490371,305.292586131681,182.32854864131,243.810567386495
7.3,16,0,146.776710611615,318.109079465267,171.332368853653,244.72072415946
7.3,16,0,191.021474554523,341.067319697608,150.045845143085,245.556582420346
7.3,16,0,164.942696814873,332.188647504195,167.245950689321,249.717299096758
7.3,16,0,41.3842712278772,266.10012101013,224.715849782253,245.407985396191
7.3,16,0,258.298777241853,379.442501186295,121.143723944442,250.293112565368
7.3,16,0,65.6055861655597,278.322226247087,212.716640081528,245.519433164308
7.3,16,0,143.953367152621,321.861154325246,177.907787172625,249.884470748936
7.3,16,0,130.505336466363,310.159138672839,179.653802206476,244.906470439658
7.3,16,0,101.826110803959,296.859705010741,195.033594206782,245.946649608762
7.3,16,0,186.26636978148,343.110528779773,156.844158998293,249.977343889033
7.3,16,0,100.934528659014,298.754317068749,197.819788409735,248.287052739242
7.3,16,0,70.5835864748355,282.222898131223,211.639311656387,246.931104893805
7.3,16,0,67.9088400399949,279.13950987995,211.230669839955,245.185089859952
7.3,16,0,62.9308397307208,278.433674015204,215.502834284483,246.968254149844
7.3,16,0,102.197603364351,299.571600701614,197.373997337263,248.472799019439
7.3,16,0,139.532605683936,318.852064586056,179.31945890212,249.085761744088
7.3,16,0,123.967067403431,310.382034209076,186.414966805645,248.398500507361
7.3,16,0,60.6275858562778,277.022002285708,216.394416429431,246.70820935757
7.3,16,0,111.076275557766,305.255436875642,194.179161317876,249.717299096759
7.3,16,0,152.089054225245,325.501781417104,173.41272719186,249.457254304482
7.3,16,0,205.881176970279,345.74812595857,139.866948988292,242.807537473431
7.3,16,0,147.556844988443,321.006721436341,173.449876447899,247.22829894212
7.3,16,0,13.0022396137877,254.435254613762,241.433014999975,247.934134806869
7.3,16,0,95.8450805816161,295.225137745006,199.38005716339,247.302597454198
7.3,16,0,181.139772448044,339.544200199991,158.404427751947,248.974313975969
7.3,16,0,144.770650785486,320.746676644063,175.976025858577,248.36135125132
7.3,16,0,240.244238806712,366.32881380439,126.084574997678,246.206694401034
7.3,16,0,128.536425896273,312.536691059358,184.000265163085,248.268478111221
7.3,16,0,175.864578090454,336.683707484961,160.819129394507,248.751418439734
7.3,16,0,133.105784389121,314.059810556974,180.954026167853,247.506918362413
7.3,16,0,239.798447734239,369.077858751306,129.279411017067,249.178634884186
7.3,16,0,268.477673396643,383.974710423098,115.497037026455,249.735873724776
7.3,16,0,209.076012989665,354.589648895945,145.51363590628,250.051642401112
7.3,16,0,118.840470069997,305.069690595445,186.229220525448,245.649455560446
7.3,16,0,237.569492371874,364.657097282618,127.087604910744,245.872351096681
7.3,16,0,142.76459095936,319.743646731001,176.979055771641,248.361351251321
7.3,16,0,188.606772911962,344.373603485113,155.766830573151,250.070217029132
7.3,16,0,178.130682708858,337.835334422183,159.704651713325,248.769993067754
7.3,16,0,152.349099017521,321.898303581284,169.549204563763,245.723754072523
7.3,16,0,227.353446961045,361.239365726995,133.88591876595,247.562642246473
7.9,16,5,219.626401704852,313.985512044895,94.3591103400428,204.172311192469
7.9,16,5,279.956793512814,406.85865214336,126.901858630546,266.880255386953
7.9,16,5,162.639442940433,326.244766537895,163.605323597462,244.925045067679
7.9,16,5,156.24977090166,284.414704237546,128.164933335886,206.289818786716
7.9,16,5,132.399948524376,244.590701763325,112.190753238949,178.390727501137
7.9,16,5,292.810436102441,413.174025670056,120.363589567614,266.768807618835
7.9,16,5,103.349230301575,166.354368544376,63.0051382428004,114.679753393588
7.9,16,5,216.803058245858,328.919512972728,112.116454726871,220.5179838498
7.9,16,5,230.696880004592,322.455542421878,91.7586624172857,207.107102419582
7.9,16,5,24.0727179135224,184.631802515755,160.559084602232,172.595443558993
7.9,16,5,231.662760661609,311.682258170448,80.0194975088396,195.850877839644
7.9,16,5,136.560665200785,226.684760352338,90.1240951515527,158.404427751945
7.9,16,5,227.130551424808,349.648797842706,122.518246417898,236.083522130302
7.9,16,5,89.2325130066049,248.677119927654,159.44460692105,204.060863424352
7.9,16,5,93.0217371226221,289.541301570981,196.519564448359,243.03043300967
7.9,16,5,255.80977708721,406.487159582964,150.677382495754,278.582271039359
7.9,16,5,158.330129239867,265.617180681617,107.28705144175,186.452116061684
7.9,16,5,103.274931789494,259.524702691156,156.249770901662,207.887236796409
7.9,16,5,51.5631673826675,230.399685956277,178.836518573609,204.618102264943
7.9,16,5,157.587144119075,319.855094499119,162.267950380044,241.061522439581
7.9,16,5,200.531684100605,325.353184392946,124.821500292341,225.087342342643
7.9,16,5,179.356608158155,358.564619292158,179.208011134003,268.886315213081
7.9,16,5,51.7860629189034,243.030433009669,191.244370090766,217.137401550218
7.9,16,5,86.4834680596921,252.392045531595,165.908577471903,209.150311501749
7.9,16,5,314.357004605282,438.509818288913,124.152813683631,281.331315986272
7.9,16,5,148.745621181704,288.649719426036,139.904098244332,214.276908835184
7.9,16,5,107.064155905513,268.069031580217,161.004875674705,214.536953627461
7.9,16,5,180.099593278943,291.027271812553,110.92767853361,200.977475173081
7.9,16,5,36.5548679427588,212.493744545295,175.938876602536,194.216310573916
7.9,16,5,186.266369781481,320.226587059511,133.96021727803,227.093402168771
7.9,16,5,166.057174496057,288.352525377719,122.295350881662,205.32393812969
7.9,16,5,-4.68080626095957,162.936636988753,167.617443249712,165.277040119232
7.9,16,5,140.424187828882,261.382165493127,120.957977664245,191.170071578686
7.9,16,5,206.549863578984,357.450141610975,150.900278031991,254.175209821483
7.9,16,5,133.663023229714,249.197209512208,115.534186282493,182.36569789735
7.9,16,5,137.006456273252,314.951392701917,177.944936428665,246.448164565291
7.9,16,5,84.4774082335687,228.765118690546,144.287710456978,186.526414573762
7.9,16,5,275.053091715617,370.60097824892,95.5478865333031,233.074432391112
7.9,16,5,34.8460021649441,198.525624274484,163.67962210954,181.102623192012
7.9,16,5,68.5775266487102,231.885656197856,163.308129549146,197.596892873501
7.9,16,5,168.360428370498,347.271245456187,178.910817085689,263.091031270938
7.9,16,5,197.262549569136,346.453961823315,149.191412254179,247.822687038747
7.9,16,5,198.971415346954,349.500200818551,150.528785471596,250.014493145073
7.9,16,5,163.605323597462,293.850615271552,130.24529167409,212.047953472821
7.9,16,5,248.602821415566,371.195366345544,122.592544929978,246.893955637761
7.9,16,5,206.921356139382,315.025691213998,108.104335074616,211.565013144307
7.9,16,5,269.777897358021,367.703336277846,97.9254389198241,232.814387598835
7.9,16,5,176.533264699165,286.56936108783,110.036096388665,198.302728738248
7.9,16,5,113.899619016759,316.585959967656,202.686340950897,259.636150459276
7.9,16,5,155.729681317109,268.812016701003,113.082335383894,190.947176042448
7.9,16,10,105.132394591465,241.618761280173,136.486366688708,189.05256398444
7.9,16,10,29.6451063194312,165.239890863194,135.594784543763,150.417337703479
7.9,16,10,188.941116216319,259.524702691155,70.5835864748352,165.054144582995
7.9,16,10,206.847057627307,317.403243600522,110.556185973215,213.979714786869
7.9,16,10,159.890397993515,270.818076527125,110.92767853361,190.872877530368
7.9,16,10,163.531025085378,297.268346827171,133.737321741794,215.502834284483
7.9,16,10,162.862338476673,237.60664162792,74.7443031512466,156.175472389583
7.9,16,10,230.548282980427,388.581218171981,158.032935191554,273.307076681767
7.9,16,10,-27.4161509570682,130.988276794879,158.404427751947,144.696352273413
7.9,16,10,163.753920621616,261.902255077677,98.1483344560603,180.025294766868
7.9,16,10,156.695561974126,350.168887427254,193.473325453128,271.821106440191
7.9,16,10,66.2742727742678,178.985115597768,112.7108428235,145.847979210634
7.9,16,10,98.2226329681378,200.383087076453,102.160454108315,151.271770592384
7.9,16,10,71.8466611801733,205.658281434046,133.811620253872,169.734950843959
7.9,16,10,81.5797662624928,171.035174805337,89.4554085428438,130.24529167409
7.9,16,10,143.841919384505,257.221448816715,113.379529432209,185.300489124462
7.9,16,10,275.053091715614,373.572918732069,98.5198270164549,236.046372874262
7.9,16,10,105.801081200173,260.341986324023,154.540905123851,207.441445723937
7.9,16,10,187.232250438508,265.542882169536,78.3106317310277,171.926756950282
7.9,16,10,67.4630489675277,196.668161472516,129.205112504988,162.936636988752
7.9,16,10,149.488606302493,253.060732140305,103.572125837811,178.316428989058
7.9,16,10,265.394285145374,369.115008007342,103.720722861968,236.417865434655
7.9,16,10,175.938876602535,248.974313975969,73.0354373734348,161.004875674702
7.9,16,10,175.270189993825,288.203928353562,112.933738359737,200.568833356649
7.9,16,10,151.420367616537,280.699778633604,129.279411017067,204.989594825336
7.9,16,10,214.202610323104,302.543541184766,88.3409308616622,195.442236023214
7.9,16,10,-18.1288369472178,224.30720796582,242.436044913038,233.371626439429
7.9,16,10,9.21301549776669,207.961535308488,198.748519810722,203.355027559605
7.9,16,10,9.88170210647641,176.23607065085,166.354368544373,171.295219597611
7.9,16,10,115.979977354967,216.134371637154,100.154394282187,158.144382959671
7.9,16,10,37.6693456239397,197.03965403291,159.370308408971,178.20498122094
7.9,16,10,10.6989857393434,201.497564757636,190.798579018293,196.148071887965
7.9,16,10,110.481887461134,236.715059482972,126.233172021837,181.474115752405
7.9,16,10,18.054538435141,191.987355211552,173.932816776411,182.960085993982
7.9,16,10,26.0044792275726,202.983534999212,176.97905577164,189.981295385426
7.9,16,10,64.2682129481408,262.868135734701,198.59992278656,230.73402926063
7.9,16,10,177.72204089242,333.005931137058,155.283890244639,244.144910690849
7.9,16,10,43.09313700569,186.637862341882,143.544725336192,165.091293839037
7.9,16,10,-25.9301807154929,127.050455654704,152.980636370197,140.01554601245
7.9,16,10,153.352128930587,266.137270266166,112.78514133558,189.461205800873
7.9,16,10,131.954157451899,264.354105976275,132.399948524376,198.377027250325
7.9,16,10,84.4031097214886,196.816758496673,112.413648775185,154.615203635929
7.9,16,10,99.8572002338726,214.796998419736,114.939798185863,164.8683983028
7.9,16,10,-52.3061525034569,110.33329043698,162.639442940437,136.486366688708
7.9,16,10,175.864578090458,266.508762826562,90.6441847361041,178.576473781333
7.9,16,10,141.315769973825,279.139509879951,137.823739906126,208.481624893039
7.9,16,10,169.84639861207,341.178767465724,171.332368853654,256.255568159689
7.9,16,10,-29.2736137590381,141.612964022143,170.886577781181,156.249770901662
7.9,16,10,196.891057008752,248.454224391421,51.5631673826693,150.008695887045
7.9,16,10,136.857859249098,262.8681357347,126.010276485602,194.439206110151
7.9,16,20,-2.8233434589945,104.017916910283,106.841260369278,105.429588639781
7.9,16,20,219.997894265244,262.793837222617,42.7959429573738,152.794890089996
7.9,16,20,106.7669618572,188.495325143851,81.7283632866513,135.111844215251
7.9,16,20,95.324990997068,150.900278031991,55.5752870349229,103.237782533457
7.9,16,20,-25.4100911309414,89.9011996153163,115.311290746258,102.606245180787
7.9,16,20,33.8058229958424,160.261890553917,126.456067558075,143.358979055996
7.9,16,20,78.3849302431071,155.803979829189,77.4190495860823,116.611514707636
7.9,16,20,16.4942696814882,101.566066011684,85.0717963301962,93.3189311709403
7.9,16,20,12.9279411017073,121.106574688402,108.178633586695,114.642604137548
7.9,16,20,4.16071667641145,106.544066320962,102.383349644551,104.463707982756
7.9,16,20,4.08641816433317,168.806219442976,164.719801278643,166.763010360809
7.9,16,20,-4.08641816433304,113.453827944288,117.540246108621,115.497037026455
7.9,16,20,43.3160325419256,120.58648510385,77.2704525619248,98.9284688328876
7.9,16,20,-16.7914637298035,95.9193790936972,112.710842823501,104.315110958599
7.9,16,20,57.432749836893,190.204190921663,132.77144108477,161.487816003216
7.9,16,20,107.138454417592,189.68410133711,82.5456469195178,136.114874128314
7.9,16,20,176.979055771638,262.050852101834,85.0717963301962,173.561324216015
7.9,16,20,95.9193790936976,161.896457819649,65.9770787259514,113.9367682728
7.9,16,20,61.6677650253832,166.800159616848,105.132394591465,135.966277104157
7.9,16,20,42.7216444452958,135.148993471291,92.427349025995,113.788171248643
7.9,16,20,117.465947596538,247.63694075855,130.170993162012,188.903966960281
7.9,16,20,71.4751686197813,175.938876602538,104.463707982756,140.201292292647
7.9,16,20,206.549863578992,286.940853648226,80.3909900692334,183.665921858729
7.9,16,20,-51.7117644068272,74.8929001754042,126.604664582231,100.748782378818
7.9,16,20,157.587144119077,274.830196179383,117.243052060306,196.036624119845
7.9,16,20,51.786062918906,168.954816467133,117.168753548227,143.06178500768
7.9,16,20,123.484127074924,205.138191849496,81.6540647745726,143.396128312034
7.9,16,20,39.8240024742231,121.998156833347,82.1741543591243,102.086155596236
7.9,16,20,-48.1454358270472,117.020156524069,165.165592351116,141.092874437592
7.9,16,20,92.9474386105478,187.603742998906,94.6563043883579,141.130023693632
7.9,16,20,80.390990069234,139.532605683938,59.1416156147042,99.3371106493212
7.9,16,20,23.1068372564993,165.091293839037,141.984456582538,153.537875210787
7.9,16,20,119.843499983063,184.854698051991,65.0111980689273,124.932948060459
7.9,16,20,44.8763012955798,101.714663035842,56.8383617402621,79.276512388052
7.9,16,20,95.9936776057759,156.621263462056,60.6275858562796,108.624424659168
7.9,16,20,89.8269011032378,162.565144428358,72.7382433251198,117.651693876739
7.9,16,20,28.010539053698,102.903439229102,74.8929001754042,88.8981697022532
7.9,16,20,20.0605982612696,115.682783306652,95.6221850453822,105.652484176017
7.9,16,20,106.395469296804,186.04347424525,79.6480049484457,132.845739596848
7.9,16,20,156.101173877503,225.570282671157,69.4691087936538,147.519695732405
7.9,16,20,50.3743911894095,161.153472698861,110.779081509452,135.966277104157
7.9,16,20,114.568305625469,229.582402323412,115.014096697942,172.298249510677
7.9,16,20,87.8951397891902,154.615203635929,66.7200638467392,110.667633741334
7.9,16,20,149.488606302495,209.224610013829,59.7360037113342,134.480306862582
7.9,16,20,65.828481701794,134.183112814266,68.354631112472,101.268871963369
7.9,16,20,116.425768427438,161.673562283412,45.2477938559733,103.460678069692
7.9,16,20,23.5526283289704,117.763141644856,94.2105133158859,105.986827480371
7.9,16,20,111.819260678556,162.713741452516,50.8944807739603,106.804111113238
7.9,16,20,121.626664272954,206.252669530677,84.6260052577235,145.4393373942
7.9,16,20,108.921618707484,186.11777275733,77.1961540498463,131.656963403588
7.6,16,5,215.614282052597,361.833753823625,146.219471771028,254.026612797327
7.6,16,5,186.266369781486,271.709658672076,85.4432888905901,178.576473781333
7.6,16,5,87.0778561563226,296.079570633912,209.00171447759,252.540642555751
7.6,16,5,186.489265317723,274.087211058598,87.5979457408745,180.842578399736
7.6,16,5,136.560665200781,340.361483832859,203.800818632078,272.081151232469
7.6,16,5,200.160191540214,337.686737398026,137.526545857811,237.606641627918
7.6,16,5,261.382165493124,372.161247002575,110.779081509452,241.470164256014
7.6,16,5,96.3651701661695,235.451984777635,139.086814611465,187.26939969455
7.6,16,5,21.5465685028423,194.43920611015,172.892637607308,183.665921858729
7.6,16,5,176.236070650848,310.419183465114,134.183112814266,222.30114813969
7.6,16,5,202.612042438814,302.023451600214,99.4114091613998,200.717430380807
7.6,16,5,13.0765381258656,262.348046150149,249.271508024284,255.809777087216
7.6,16,5,244.219209202923,373.572918732069,129.353709529146,251.463314130607
7.6,16,5,151.048875056146,276.761957493432,125.713082437286,201.237519965359
7.6,16,5,-71.6980641560177,172.149652486519,243.847716642537,207.998684564528
7.6,16,5,118.431828253566,273.790017010282,155.358188756716,214.574102883499
7.6,16,5,55.872481083239,168.286129858424,112.413648775185,140.349889316804
7.6,16,5,295.559481049358,394.970890210757,99.4114091613996,247.191149686078
7.6,16,5,152.534845297714,351.283365108436,198.748519810722,275.015942459579
7.6,16,5,214.871296931811,349.351603794392,134.480306862581,241.915955328486
7.6,16,5,230.845477028745,340.28718532078,109.441708292035,224.864446806407
7.6,16,5,57.3584513248145,180.619682863501,123.261231538686,151.940457201094
7.6,16,5,71.1036760593865,243.253328545907,172.14965248652,207.701490516213
7.6,16,5,176.013175114609,346.676857359553,170.663682244945,258.670269802249
7.6,16,5,24.3699119618347,195.033594206779,170.663682244945,182.848638225862
7.6,16,5,155.209591732558,284.489002749625,129.279411017067,206.884206883346
7.6,16,5,79.0536168518136,233.148730903191,154.095114051378,193.621922477284
7.6,16,5,236.194969898416,329.959692141829,93.7647222434127,211.862207192621
7.6,16,5,165.685681935667,297.045451290939,131.359769355272,214.202610323105
7.6,16,5,195.40508676717,384.940591080123,189.535504312953,287.238047696538
7.6,16,5,12.9279411017057,177.499145356191,164.571204254485,171.035174805338
7.6,16,5,133.217232157237,306.704257861175,173.487025703938,240.095641782556
7.6,16,5,177.573443868268,292.661839078289,115.08839521002,203.875117144155
7.6,16,5,101.863260059999,214.128311811026,112.265051751027,163.196681781027
7.6,16,5,99.0399166010072,207.515744236017,108.47582763501,157.995785935514
7.6,16,5,240.578582111068,325.055990344634,84.477408233566,204.7666992891
7.6,16,5,193.919116525597,335.903573108135,141.984456582537,238.944014845336
7.6,16,5,146.81385986766,262.348046150153,115.534186282494,188.941116216323
7.6,16,5,242.213149376799,343.704916876404,101.491767499605,222.598342188005
7.6,16,5,159.073114360654,279.288106904111,120.214992543457,199.751549723784
7.6,16,5,196.593862960433,312.276646267085,115.682783306652,213.979714786868
7.6,16,5,178.465026013214,265.617180681616,87.1521546684021,176.384667675009
7.6,16,5,167.914637298028,324.015811175533,156.101173877505,240.058492526519
7.6,16,5,184.780399539911,273.047031889494,88.2666323495833,180.656832119539
7.6,16,5,186.935056390193,313.391123948268,126.456067558074,219.923595753171
7.6,16,5,284.563301261701,355.146887736536,70.5835864748352,212.865237105686
7.6,16,5,306.109869764544,383.974710423099,77.8648406585551,230.919775540827
7.6,16,5,148.745621181704,261.307866981046,112.562245799343,186.935056390194
7.6,16,5,136.932157761179,295.782376585599,158.85021882442,227.316297705009
7.6,16,5,186.935056390193,247.042552661921,60.1074962717283,153.575024466825
7.6,16,10,82.0998558470471,205.732579946127,123.63272409908,164.682652022604
7.6,16,10,255.215388990586,339.469901687916,84.2545126973301,211.862207192623
7.6,16,10,240.875776159382,315.54578079855,74.6700046391679,195.107892718859
7.6,16,10,181.957056080916,263.611120855489,81.6540647745729,172.632592815031
7.6,16,10,29.9423003677468,190.055593897505,160.113293529758,175.084443713632
7.6,16,10,172.298249510674,272.824136353255,100.525886842581,186.675011597918
7.6,16,10,191.021474554526,278.619420295401,87.5979457408749,183.108683018138
7.6,16,10,155.729681317111,272.675539329101,116.945858011991,194.810698670546
7.6,16,10,73.4812284459081,192.507444796104,119.026216350196,155.76683057315
7.6,16,10,-9.51020954608489,171.035174805337,180.545384351422,175.790279578379
7.6,16,10,130.765381258641,293.702018247393,162.936636988752,228.319327618072
7.6,16,10,177.201951307874,318.443422769624,141.24147146175,229.842447115687
7.6,16,10,98.1483344560606,212.1222519849,113.97391752884,163.04808475687
7.6,16,10,142.058755094614,252.243448507437,110.184693412823,181.21407096013
7.6,16,10,124.524306244022,296.599660218464,172.075353974442,234.337507096453
7.6,16,10,105.503887151855,267.623240507741,162.119353355886,214.871296931813
7.6,16,10,158.553024776103,301.206167967349,142.653143191247,221.929655579298
7.6,16,10,188.718220680083,261.01067293273,72.2924522526472,166.651562592689
7.6,16,10,201.126072197241,275.1273902277,74.0013180304588,174.56435412908
7.6,16,10,154.095114051377,272.526942304943,118.431828253566,195.479385279254
7.6,16,10,173.115533143542,288.798316450193,115.682783306651,202.240549878422
7.6,16,10,238.944014845335,325.650378441264,86.706363595929,206.178371018596
7.6,16,10,74.8929001754041,182.328548641311,107.435648465907,144.882098553609
7.6,16,10,121.70096278503,236.194969898421,114.49400711339,175.344488505906
7.6,16,10,122.815440466216,213.533923714399,90.7184832481827,152.126203481291
7.6,16,10,168.137532834266,255.661180063062,87.5236472287956,171.592413645929
7.6,16,10,242.213149376795,372.309844026729,130.096694649934,251.203269338331
7.6,16,10,17.8316428989057,225.49598415908,207.664341260174,216.580162709627
7.6,16,10,181.957056080915,279.733897976581,97.7768418956664,188.755369936124
7.6,16,10,97.7025433835851,251.277567850412,153.575024466826,202.426296158619
7.6,16,10,201.720460293868,318.220527233386,116.500066939518,217.360297086452
