"pop_dens","pH","COD","mean_cont","mean_pred","mean_total"
16,7.6,253.023582884258,377.362142848086,124.338559963828,250.850351405957
16,7.6,285.009092334171,391.553158655133,106.544066320962,249.048612488047
16,7.6,215.242789492203,355.40693252881,140.164143036607,247.785537782709
16,7.6,265.319986633297,377.362142848088,112.042156214791,244.702149531439
16,7.6,261.679359541437,380.371232587278,118.691873045841,249.53155281656
16,7.6,218.95771509614,357.673037147211,138.715322051071,248.194179599141
16,7.6,220.555133105835,359.6419477173,139.086814611465,249.364381164382
16,7.6,252.652090323866,374.83599343741,122.183903113544,248.509948275477
16,7.3,72.775392581155,285.120540102292,212.345147521137,248.732843811715
16,7.3,222.338297395726,360.682126886404,138.343829490678,249.512978188541
16,7.3,111.224872581923,301.317615735466,190.092743153543,245.705179444504
16,7.3,94.5448566202365,294.110660063824,199.565803443588,246.838231753706
16,7.3,107.24990218571,300.760376894877,193.510474709167,247.135425802022
16,7.3,82.2856021272409,285.454883406649,203.169281279408,244.312082343028
16,7.3,229.656700835483,362.093798615899,132.437097780415,247.265448198157
16,7.3,209.298908525902,354.441051871787,145.142143345885,249.791597608836
16,7.3,72.7010940690819,277.839285918575,205.138191849493,241.488738884034
16,7.3,122.964037490371,305.292586131681,182.32854864131,243.810567386495
16,7.3,146.776710611615,318.109079465267,171.332368853653,244.72072415946
16,7.3,191.021474554523,341.067319697608,150.045845143085,245.556582420346
16,7.3,164.942696814873,332.188647504195,167.245950689321,249.717299096758
16,7.3,41.3842712278772,266.10012101013,224.715849782253,245.407985396191
16,7.3,258.298777241853,379.442501186295,121.143723944442,250.293112565368
16,7.3,65.6055861655597,278.322226247087,212.716640081528,245.519433164308
16,7.3,143.953367152621,321.861154325246,177.907787172625,249.884470748936
16,7.3,130.505336466363,310.159138672839,179.653802206476,244.906470439658
16,7.3,101.826110803959,296.859705010741,195.033594206782,245.946649608762
16,7.3,186.26636978148,343.110528779773,156.844158998293,249.977343889033
16,7.3,100.934528659014,298.754317068749,197.819788409735,248.287052739242
16,7.3,70.5835864748355,282.222898131223,211.639311656387,246.931104893805
16,7.3,67.9088400399949,279.13950987995,211.230669839955,245.185089859952
16,7.3,62.9308397307208,278.433674015204,215.502834284483,246.968254149844
16,7.3,102.197603364351,299.571600701614,197.373997337263,248.472799019439
16,7.3,139.532605683936,318.852064586056,179.31945890212,249.085761744088
16,7.3,123.967067403431,310.382034209076,186.414966805645,248.398500507361
16,7.3,60.6275858562778,277.022002285708,216.394416429431,246.70820935757
16,7.3,111.076275557766,305.255436875642,194.179161317876,249.717299096759
16,7.3,152.089054225245,325.501781417104,173.41272719186,249.457254304482
16,7.3,205.881176970279,345.74812595857,139.866948988292,242.807537473431
16,7.3,147.556844988443,321.006721436341,173.449876447899,247.22829894212
16,7.3,13.0022396137877,254.435254613762,241.433014999975,247.934134806869
16,7.3,95.8450805816161,295.225137745006,199.38005716339,247.302597454198
16,7.3,181.139772448044,339.544200199991,158.404427751947,248.974313975969
16,7.3,144.770650785486,320.746676644063,175.976025858577,248.36135125132
16,7.3,240.244238806712,366.32881380439,126.084574997678,246.206694401034
16,7.3,128.536425896273,312.536691059358,184.000265163085,248.268478111221
16,7.3,175.864578090454,336.683707484961,160.819129394507,248.751418439734
16,7.3,133.105784389121,314.059810556974,180.954026167853,247.506918362413
16,7.3,239.798447734239,369.077858751306,129.279411017067,249.178634884186
16,7.3,268.477673396643,383.974710423098,115.497037026455,249.735873724776
16,7.3,209.076012989665,354.589648895945,145.51363590628,250.051642401112
16,7.3,118.840470069997,305.069690595445,186.229220525448,245.649455560446
16,7.3,237.569492371874,364.657097282618,127.087604910744,245.872351096681
16,7.3,142.76459095936,319.743646731001,176.979055771641,248.361351251321
16,7.3,188.606772911962,344.373603485113,155.766830573151,250.070217029132
16,7.3,178.130682708858,337.835334422183,159.704651713325,248.769993067754
16,7.3,152.349099017521,321.898303581284,169.549204563763,245.723754072523
16,7.3,227.353446961045,361.239365726995,133.88591876595,247.562642246473
20,7.9,97.3013314183631,244.115191286021,146.813859867658,195.464525576839
20,7.9,169.370888134771,281.531921968888,112.161033834117,196.846477901503
20,7.9,96.0531164154392,241.529603065679,145.47648665024,193.50304485796
20,7.9,48.8587015430016,218.764538964743,169.905837421741,194.335188193242
20,7.9,101.61064511893,244.620421168155,143.009776049224,193.81509860869
20,7.9,133.202372454823,261.619920731776,128.417548276953,195.018734504365
20,7.9,108.981057517144,249.821317013667,140.840259496523,195.330788255095
20,7.9,137.690002584383,262.749258115376,125.059255530992,193.904256823184
20,7.9,99.3816897565673,241.232409017363,141.850719260796,191.54156413908
20,7.9,170.470506113536,282.334345899339,111.863839785803,197.099092842571
20,7.9,151.747281069686,269.971073489432,118.223792419745,194.097432954589
20,7.9,172.640022666237,281.234727920573,108.594705254336,194.914716587455
20,7.9,160.7225413288,274.31010659483,113.58756526603,193.94883593043
20,7.9,133.618444122468,261.590201326948,127.971757204481,194.780979265714
20,7.9,196.653301770097,293.627719735312,96.9744179652158,195.301068850264
20,7.9,148.953657015525,269.881915274938,120.928258259413,195.405086767175
20,7.9,136.560665200785,264.324386571445,127.76372137066,196.044053971053
20,7.9,193.711080691777,292.557821161378,98.8467404696009,195.702280815489
20,7.9,107.673403704558,249.226928917038,141.55352521248,195.390227064759
20,7.9,115.40044896075,251.782797732548,136.382348771798,194.082573252173
20,7.9,143.871638789335,267.504362888415,123.632724099081,195.568543493748
20,7.9,112.517666692095,248.602821415576,136.085154723481,192.343988069529
20,7.9,143.247531287876,264.205508952119,120.957977664244,192.581743308182
20,7.9,160.633383114307,272.616100519436,111.982717405128,192.299408962282
20,7.9,187.440286272329,287.030011862718,99.5897255903887,193.309868726553
20,7.9,112.309630858275,251.277567850414,138.96793699214,195.122752421277
20,7.9,166.250350627463,278.054751603603,111.804400976139,194.929576289871
20,7.9,203.726520119996,295.886394502507,92.159874382511,194.023134442509
20,7.9,224.975894574523,307.744437030277,82.7685424557544,195.256489743016
20,7.9,98.3117911826327,243.075012116917,144.763220934284,193.9191165256
20,7.9,164.348308718245,278.262787437422,113.914478719177,196.088633078299
20,7.9,163.100093715322,274.963933501124,111.863839785802,193.413886643463
20,7.9,213.266449070909,300.49290225139,87.2264531804807,193.859677715935
20,7.9,192.641182117842,293.063051043513,100.421868925671,196.742459984592
20,7.9,144.049955218326,266.939694196619,122.889738978293,194.914716587456
20,7.9,66.1553951549401,229.225769465433,163.070374310493,196.148071887963
20,7.9,160.811699543297,276.776817195847,115.965117652551,196.370967424199
20,7.9,73.3474911241659,229.404085894423,156.056594770257,192.73034033234
20,7.9,124.702622673012,250.920934992433,126.218312319421,188.569623655927
20,7.9,182.298829236478,285.217128167995,102.918298931518,194.067713549756
20,7.9,74.2985120787729,231.9302353051,157.631723226327,194.780979265714
20,7.9,149.399448087996,269.34696598797,119.947517899973,194.647241943971
20,7.9,142.14791330911,266.76137776763,124.61346445852,195.687421113075
20,7.9,96.5286268927424,240.370546277249,143.841919384507,192.106232830878
20,7.9,82.5902260267633,233.237889117686,150.647663090923,191.942776104304
20,7.9,151.747281069685,272.556661709772,120.809380640086,196.683021174929
20,7.9,124.375709219866,257.72667869885,133.350969478984,195.538824088917
20,7.9,142.593704381582,263.759717879647,121.166013498065,192.462865688856
20,7.9,113.02289657423,251.337006660076,138.314110085846,194.825558372961
20,7.9,92.7839818839732,241.826797113994,149.042815230021,195.434806172008
20,7.6,100.629904759491,244.174630095681,143.544725336191,193.859677715936
20,7.6,186.221790674238,290.180268774858,103.958478100621,197.069373437739
20,7.6,137.065895082921,264.294667166614,127.228772083693,195.761719625153
20,7.6,177.127652795795,283.166489234622,106.038836438827,194.602662836724
20,7.6,93.9430386724023,239.419525322643,145.47648665024,192.448005986441
20,7.6,114.984377293108,251.693639518053,136.709262224945,194.201450871499
20,7.6,118.253511824576,250.742618563446,132.48910673887,191.615862651158
20,7.6,224.975894574527,306.823135480504,81.8472409059773,194.335188193241
20,7.6,188.896537109074,287.44608353036,98.5495464212858,192.997814975823
20,7.6,121.314610522222,254.041472499744,132.726861977522,193.384167238633
20,7.6,202.299988688084,296.361904979812,94.0619162917279,195.21191063577
20,7.6,180.188751493443,284.771337095525,104.582585602082,194.676961348804
20,7.6,85.1758142471064,235.942354957354,150.766540710248,193.354447833801
20,7.6,134.1236740046,259.212648940424,125.088974935825,192.150811938125
20,7.6,157.958636679473,274.993652905958,117.035016226485,196.014334566222
20,7.6,94.0619162917265,240.964934373879,146.903018082153,193.933976228016
20,7.6,154.927257386659,271.724518374492,116.797260987833,194.260889681162
20,7.6,224.500384097221,307.120329528818,82.6199454315965,194.870137480207
20,7.6,185.181611505133,287.713558173841,102.531946668708,195.122752421275
20,7.6,163.21897133465,275.677199217083,112.458227882433,194.067713549758
20,7.6,201.170651304484,293.271086877333,92.1004355728483,192.68576122509
20,7.6,150.112713803953,271.278727302018,121.166013498065,196.222370400042
20,7.6,114.776341459288,251.307287255243,136.530945795955,193.919116525599
20,7.6,195.969755458968,294.994812357558,99.0250568985901,197.009934628074
20,7.6,215.970914910576,303.970072616676,87.9991577061003,195.984615161388
20,7.6,184.31974876502,288.783456747776,104.463707982756,196.623582365266
20,7.6,185.686841387268,289.258967225079,103.572125837811,196.415546531445
20,7.6,130.111554352348,255.259968097835,125.148413745487,190.204190921661
20,7.6,149.161692849344,268.514822652687,119.353129803343,193.933976228015
20,7.6,178.613623037371,283.701438521589,105.087815484218,194.394627002903
20,7.6,201.973075234937,294.994812357562,93.021737122625,194.008274740094
20,7.6,191.036334256939,291.042131514969,100.00579725803,195.5239643865
20,7.6,164.021395265098,277.311766482813,113.290371217715,195.301068850264
20,7.6,168.627903013984,279.748757678998,111.120854665015,195.434806172006
20,7.6,156.740141081381,270.803216824715,114.063075743334,192.433146284024
20,7.6,193.740800096609,290.239707584521,96.4989074879117,193.369307536216
20,7.6,199.744119872572,295.76751688318,96.0233970106073,195.895456946894
20,7.6,156.413227628235,273.537402069214,117.12417444098,195.330788255097
20,7.6,217.605482176312,302.662418804092,85.0569366277804,193.859677715936
20,7.6,130.913978282798,260.817496801327,129.903518518529,195.360507659928
20,7.6,179.02969470501,284.801056500354,105.771361795343,195.286209147848
20,7.6,231.425005422963,311.934873111522,80.5098676885595,196.222370400041
20,7.6,133.053775430666,261.67935954144,128.625584110774,195.152471826107
20,7.6,113.825320504681,250.772337968276,136.947017463596,193.859677715936
20,7.6,142.266790928436,266.37502550482,124.108234576384,195.241630040602
20,7.6,132.489106738869,260.371705728855,127.882598989986,194.127152359421
20,7.6,173.828798859498,281.650799588215,107.822000728717,194.736400158466
20,7.6,135.669083055839,263.343646212005,127.674563156166,195.509104684085
20,7.6,141.464366997984,263.848876094141,122.384509096157,193.116692595149
20,7.6,115.489607175243,250.564302134455,135.074694959212,192.819498546833
20,7.3,131.864999237407,260.431144538517,128.566145301111,194.498644919814
20,7.3,162.802899667006,274.518142428651,111.715242761645,193.116692595148
20,7.3,129.487446850884,261.590201326945,132.102754476061,196.846477901503
20,7.3,96.4989074879105,242.242868781634,145.743961293723,193.993415037678
20,7.3,70.1377954023618,229.285208275096,159.147412872734,194.216310573915
20,7.3,146.249191175858,268.841736105835,122.592544929977,195.717140517906
20,7.3,49.1856149961469,219.269768846877,170.08415385073,194.676961348804
20,7.3,141.494086402816,264.383825381108,122.889738978292,193.6367821797
20,7.3,197.009934628074,294.786776523741,97.7768418956667,196.281809209704
20,7.3,121.106574688401,253.476803807944,132.370229119544,192.923516463744
20,7.3,69.0976162332585,228.77997839296,159.682362159702,194.231170276331
20,7.3,95.072376055998,241.291847827026,146.219471771028,193.755659799027
20,7.3,160.871138352959,273.448243854717,112.577105501758,193.012674678238
20,7.3,121.017416473907,255.051932264016,134.034515790109,194.543224027062
20,7.3,32.8696617436512,211.007774303717,178.138112560066,194.572943431892
20,7.3,58.3094722794199,221.736479447891,163.427007168471,192.581743308181
20,7.3,109.456567994449,248.424504986588,138.967936992139,193.696220989363
20,7.3,43.3903310540049,215.911476100918,172.521145046913,194.216310573916
20,7.3,118.550705872891,252.763538091988,134.212832219098,193.488185155543
20,7.3,206.163511316179,299.274406653299,93.1108953371198,196.192650995209
20,7.3,188.629062465589,290.685498656993,102.056436191404,196.370967424199
20,7.3,85.116375437443,236.744778887805,151.628403450362,194.186591169084
20,7.3,136.709262224944,262.006272994588,125.297010769644,193.651641882116
20,7.3,103.482967623315,246.254988433887,142.772020810572,194.51350462223
20,7.3,119.70976266132,252.050272376032,132.340509714713,192.195391045372
20,7.3,93.2892117661082,239.360086512979,146.070874746871,192.715480629925
20,7.3,113.022896574229,253.506523212776,140.483626638547,196.995074925662
20,7.3,46.4811491564798,218.645661345416,172.164512188936,195.405086767176
20,7.3,130.943697687629,260.639180372337,129.695482684708,195.167331528523
20,7.3,145.357609030912,267.712398722237,122.354789691325,195.033594206781
20,7.3,119.531446232331,253.001293330641,133.46984709831,193.235570214475
20,7.3,145.922277722711,267.058571815945,121.136294093234,194.097432954589
20,7.3,44.1927549844552,214.009434191702,169.816679207247,191.913056699474
20,7.3,130.824820068305,260.728338586833,129.903518518529,195.315928552681
20,7.3,173.472166001521,282.185748875184,108.713582873662,195.449665874423
20,7.3,20.8630221917199,205.688000838878,184.824978647159,195.256489743018
20,7.3,60.8356216900982,222.568622783175,161.733001093076,192.150811938125
20,7.3,75.3386912478766,232.4949039969,157.156212749023,194.825558372961
20,7.3,54.3865108416611,221.795918257556,167.409407415894,194.602662836725
20,7.3,144.882098553607,269.317246583138,124.435148029531,196.876197306335
20,7.3,118.966777540531,255.55716214615,136.590384605619,196.073773375884
20,7.3,92.9325789081291,236.65562067331,143.723041765181,190.189331219245
20,7.3,102.294191430054,246.819657125685,144.525465695632,195.672561410658
20,7.3,145.862838913047,269.852195870106,123.989356957058,196.920776413582
20,7.3,166.428667056451,280.580901014279,114.152233957828,197.366567486053
20,7.3,90.5253071167786,236.804217697469,146.27891058069,191.541564139079
20,7.3,174.304309336802,283.255647449117,108.951338112315,196.103492780716
20,7.3,57.3881707296433,220.607142064294,163.21897133465,191.913056699472
20,7.3,53.1085764339075,221.885076472051,168.776500038143,195.330788255097
20,7.3,230.206509824869,310.716377513428,80.5098676885595,195.613122600994
24,7.9,107.732842514223,209.620868744915,101.888026230692,155.754447487804
24,7.9,97.1081552869564,208.82835128274,111.720195995784,160.274273639262
24,7.9,101.937558572077,210.636281743324,108.698723171246,159.667502457285
24,7.9,102.507180498015,209.274142355214,106.766961857199,158.020552106206
24,7.9,123.756554952544,220.072192777328,96.315637824784,158.193915301056
24,7.9,45.8174157819099,182.056120763689,136.238704981779,159.147412872734
24,7.9,131.830326598439,225.619815012545,93.7894884141057,159.704651713325
24,7.9,115.236992234176,217.620341878727,102.383349644551,160.001845761639
24,7.9,76.7008306359874,199.194310883194,122.493480247206,160.8438955652
24,7.9,73.4316961045213,195.578449962026,122.146753857505,158.862601909765
24,7.9,123.855619635316,221.582929189597,97.727309554281,159.655119371939
24,7.9,119.472007422668,220.121725118714,100.649717696046,160.38572140738
24,7.9,32.418917437037,176.23607065085,143.817153213813,160.026611932332
24,7.9,161.252537381633,241.494930426709,80.2423930450759,160.868661735892
24,7.9,98.8417872354635,207.912002967104,109.070215731641,158.491109349372
24,7.9,115.732315648035,218.734819559909,103.002503911874,160.868661735891
24,7.9,105.206693103544,210.93347579164,105.726782688095,158.330129239868
24,7.9,107.113688246899,212.493744545294,105.380056298394,158.936900421844
24,7.9,97.13292145765,207.63957508948,110.50665363183,159.073114360655
24,7.9,130.393888698247,226.833357376495,96.4394686782488,161.636413027372
24,7.9,43.1922016884617,181.536031179138,138.343829490677,159.939930334907
24,7.9,133.61349088833,226.189436938482,92.5759460501524,159.382691494317
24,7.9,97.5539463594302,207.837704455024,110.283758095594,159.060731275309
24,7.9,66.7943623588181,193.126599063427,126.332236704609,159.729417884018
24,7.9,147.457780305673,233.89171602398,86.4339357183073,160.162825871144
24,7.9,103.497827325733,208.605455746506,105.107628420772,156.856542083639
24,7.9,110.110394900741,215.490451199135,105.380056298394,160.435253748765
24,7.9,140.448953999577,230.052959566578,89.6040055670014,159.82848256679
24,7.9,63.6738248515089,190.526151140669,126.852326289161,158.689238714915
24,7.9,131.929391281211,225.273088622843,93.3436973416328,159.308392982238
24,7.9,118.753788472574,218.041366780509,99.2875783079352,158.664472544222
24,7.9,72.8620741785831,195.206957401632,122.344883223049,158.77592031234
24,7.9,149.860098862886,235.006193705161,85.146094842275,160.076144273718
24,7.9,88.0189706426543,202.438679243966,114.419708601312,158.429193922639
24,7.9,119.050982520889,219.007247437533,99.9562649166439,159.481756177088
24,7.9,148.597024157548,233.644054317051,85.0470301595031,159.345542238277
24,7.9,124.945331145806,221.384799824055,96.4394686782489,158.912134251152
24,7.9,42.4492165676725,178.935583256381,136.486366688709,157.710974972545
24,7.9,139.978396756411,229.111845080247,89.1334483238358,159.122646702041
24,7.9,154.392308099692,236.615994800202,82.2236867005099,159.419840750356
24,7.9,149.216178424871,234.411805608531,85.1956271836607,159.803716396096
24,7.9,61.7172973667675,189.585036654338,127.86773928757,158.726387970954
24,7.9,76.8246614894539,196.123305717272,119.298644227818,157.710974972545
24,7.9,100.575419183966,207.689107430866,107.113688246899,157.401397838883
24,7.9,112.958504530428,215.242789492208,102.284284961779,158.763537226994
24,7.9,130.195759332705,223.46515816226,93.2693988295544,158.367278495907
24,7.9,136.065341786927,228.344093788764,92.2787520018371,160.311422895301
24,7.9,124.103281342244,223.14319794325,99.039916601006,161.091557272128
24,7.9,82.3227513832806,200.556450271303,118.233698888022,159.395074579663
24,7.9,71.9704920336398,193.225663746199,121.255171712559,157.240417729379
24,7.6,155.358188756717,237.235149067526,81.8769603108089,159.556054689167
24,7.6,113.552892627059,216.53063036824,102.977737741181,159.75418405471
24,7.6,180.000528596176,249.370572707058,69.3700441108819,159.37030840897
24,7.6,148.62179032824,235.105258387933,86.483468059693,160.794363223813
24,7.6,127.570545239255,221.18667045851,93.6161252192551,157.401397838882
24,7.6,125.391122218279,221.310501311976,95.9193790936973,158.614940202837
24,7.6,79.1526815345869,197.188251057066,118.035569522479,157.611910289772
24,7.6,146.640496672807,232.35621344102,85.7157167682121,159.035965104616
24,7.6,106.766961857197,212.741406252222,105.974444395025,159.357925323623
24,7.6,124.276644537094,219.898829582476,95.6221850453821,157.760507313929
24,7.6,124.970097316498,221.904889408605,96.9347920921074,159.419840750356
24,7.6,156.84415899829,237.086552043366,80.242393045076,158.664472544221
24,7.6,94.1609809744993,204.791465459793,110.630484485294,157.710974972544
24,7.6,133.068635133085,224.975894574529,91.9072594414436,158.441577007986
24,7.6,126.332236704608,222.920302407015,96.5880657024063,159.75418405471
24,7.6,99.0646827716982,208.308261698189,109.243578926491,158.77592031234
24,7.6,162.391781233508,241.940721499182,79.5489402656739,160.744830882428
24,7.6,113.924385187454,216.382033344084,102.45764815663,159.419840750357
24,7.6,121.601898102259,220.1712574601,98.5693593578406,159.37030840897
24,7.6,138.641023538994,229.80529785965,91.1642743206557,160.484786090153
24,7.6,154.293243416919,237.136084384752,82.842840967833,159.989462676293
24,7.6,55.9220134246241,186.117772757329,130.195759332705,158.156766045017
24,7.6,137.055988614643,228.269795276684,91.2138066620412,159.741800969363
24,7.6,127.000923313316,221.855357067218,94.8544337539016,158.35489541056
24,7.6,143.470426824114,231.365566613304,87.8951397891896,159.630353201247
24,7.6,177.697274721733,249.667766755373,71.9704920336392,160.819129394506
24,7.6,98.8913195768475,208.952182136205,110.060862559357,159.506522347781
24,7.6,145.451720479545,232.727706001411,87.2759855218667,160.001845761639
24,7.6,50.5229882135665,183.66592185873,133.142933645163,158.404427751947
24,7.6,135.570018373069,227.576342497284,92.0063241242151,159.79133331075
24,7.6,103.349230301574,212.667107740144,109.31787743857,160.992492589357
24,7.6,141.216705291056,227.972601228371,86.755895937315,157.364248582843
24,7.6,116.153340549817,217.768938902887,101.61559835307,159.692268627978
24,7.6,119.075748691582,218.412859340903,99.3371106493209,158.874984995112
24,7.6,49.9038339462429,183.59162334665,133.687789400408,158.639706373529
24,7.6,123.707022611159,219.502570851392,95.7955482402324,157.649059545812
24,7.6,103.572125837811,211.7755255952,108.203399757388,159.989462676294
24,7.6,97.2815184818094,205.683047604741,108.401529122931,157.042288363836
24,7.6,112.190753238949,214.128311811026,101.937558572078,158.032935191552
24,7.6,162.788039964593,241.990253840566,79.2022138759732,160.59623385827
24,7.6,149.538138643881,234.907129022392,85.3689903785112,160.138059700451
24,7.6,164.348308718247,240.677646793841,76.3293380755938,158.503492434717
24,7.6,127.149520337476,222.746939212166,95.5974188746891,159.172179043427
24,7.6,131.58266489151,224.604402014134,93.0217371226249,158.81306956838
24,7.6,103.64642434989,211.899356448663,108.252932098774,160.076144273718
24,7.6,140.944277413433,230.548282980435,89.6040055670015,160.076144273718
24,7.6,194.711633987772,257.592941377107,62.8813073893357,160.237124383221
24,7.6,128.164933335884,223.489924332951,95.3249909970673,159.407457665009
24,7.6,131.830326598437,224.530103502054,92.699776903617,158.614940202836
24,7.6,88.6381249099776,203.305495218219,114.667370308242,158.98643276323
24,7.3,94.0123839503406,205.460152068502,111.447768118161,158.453960093332
24,7.3,60.355157978657,188.544857485236,128.189699506579,158.367278495907
24,7.3,109.144514243719,214.9208292732,105.776315029481,160.348572151341
24,7.3,16.8409960711905,167.617443249714,150.776447178524,159.196945214119
